stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
0501SBK,,Sabaki,-1.420016,36.954022,,, , 
0501TLL,,Toll,-1.426369,36.958794,,, , 
0511TLL,,Toll,-1.427261,36.959651,,, , 
0501SHM,,Shalom,-1.435689,36.966667,,, , 
0511SHL,,Shell/Kenol,-1.447176,36.96833,,, , 
0501MLG,,Mlangoni,-1.45005,36.968372,,, , 
0502DVK,,Devki,-1.444158,36.989459,,, , 
0501SKN,,Sokoni/Pauline,-1.44856,36.980494,,, , 
0501KMC,,KMC,-1.45239,36.979922,,, , 
0501STS,,Starsheik,-1.456219,36.979792,,, , 
0501SLM,,Sulami/Nyambura,-1.457796,36.978468,,, , 
0511MDK,,Makadara,-1.456905,36.974657,,, , 
0501VNL,,Vanillas,-1.451671,36.968198,,, , 
0501VLG,,Village,-1.453628,36.967694,,, , 
0511EPZ,,EPZ,-1.469175,36.960858,,, , 
0511TSH,,Tosha,-1.470376,36.960409,,, , 
0513KIT,,Kitengela,-1.477218,36.958032,,, , 
0510KIT,,Kitengela,-1.47715,36.957852,,, , 
0500EPZ,,Epz,-1.468748,36.96082,,, , 
0510EPZ,,Epz,-1.467201,36.961268,,, , 
0510VNL,,Vanillas,-1.451535,36.968096,,, , 
0500STS,,Starsheik Academy,-1.456165,36.979733,,, , 
0500KMC,,KMC,-1.452147,36.979849,,, , 
0500PTL,,Portland,-1.44941,36.968283,,, , 
0510SHL,,Shell,-1.447511,36.968263,,, , 
0500SNR,,Senior,-1.437106,36.966675,,, , 
0500SHM,,Shalom,-1.435524,36.966542,,, , 
0501NMJ,,Namanga Junction,-1.434982,36.971118,,, , 
0501S39,,39,-1.438724,36.978432,,, , 
0513MDK,,Makadara,-1.457376,36.974221,,, , 
0500SMI,,Sulami,-1.45773,36.978475,,, , 
0510SKN,,Sokoni,-1.448606,36.980339,,, , 
0500DVK,,Devki,-1.443505,36.989586,,, , 
0500S39,,39,-1.438963,36.978762,,, , 
0500NMJ,,Namanga Junction,-1.435993,36.972815,,, , 
0500TOL,,Toll,-1.427072,36.959096,,, , 
0500SBK,,Sabaki,-1.420315,36.953957,,, , 
0500KNC,,Kenchik,-1.411761,36.949273,,, , 
0500MJN,,Mjengo,-1.406897,36.94665,,, , 
0500SLN,,Solomon,-1.398712,36.942261,,, , 
0510SLN,,Solomon,-1.397388,36.941571,,, , 
0500SYC,,Stage Ya Chini,-1.394802,36.940013,,, , 
0510SYC,,Stage  Ya Chini,-1.394409,36.939828,,, , 
0500SYJ,,Stage Ya Juu,-1.391432,36.937822,,, , 
0500OBT,,Allpack /Orbit,-1.386374,36.933952,,, , 
0500SYK,,Syokimau,-1.379645,36.928056,,, , 
0500NTN,,Nation,-1.372404,36.920009,,, , 
0500MBT,,Mabati,-1.370161,36.917469,,, , 
0500KAP,,Kapa,-1.365397,36.911998,,, , 
0500SKR,,Syokimau Railway Station,-1.359653,36.907814,,, , 
0500RLN,,Reliance,-1.35447,36.906289,,, , 
0500APJ,,Airport Junction,-1.346604,36.902371,,, , 
0500STM,,Steel Markers,-1.337803,36.894404,,, , 
0500AAL,,Adopt Alight,-1.333549,36.889946,,, , 
0500CAB,,Cabanas,-1.331474,36.88769,,, , 
0500IMD,,Imara Daima,-1.32504,36.881211,,, , 
0510GMS,,GM,-1.330225,36.870702,,, , 
0500SMR,,Sameer,-1.331001,36.865082,,, , 
0500PNR,,Panari,-1.330143,36.855826,,, , 
0510ATL,,Airtel,-1.325894,36.848591,,, , 
0500SHL,,Shell,-1.3216,36.841329,,, , 
0510BLV,,Belleview,-1.319388,36.837713,,, , 
0500KPS,,Kongoni Primary School,-1.312282,36.828122,,, , 
0500NYY,,Nyayo,-1.305704,36.826707,,, , 
0510KAB,,Makaburini,-1.298798,36.823808,,, , 
0501BLU,,Bluesky Estate,-1.312813,36.815245,,, , 
0501APV,,Airportview Estate,-1.313913,36.812483,,, , 
0503HRS,,Highrise,-1.314683,36.808175,,, , 
0500HIG,,Highrise,-1.314623,36.808016,,, , 
0500MEM,,Memorial Hospital,-1.310274,36.805254,,, , 
0510KEF,,Kenyatta Market Flyover,-1.306232,36.803278,,, , 
0611HGH,,Highrise,-1.314068,36.807615,,, , 
0611STH,,Total/Strathmore,-1.313747,36.812359,,, , 
0512ADU,,Ambassadeur,-1.286043,36.826165,,, ,0005AMB
0512NKG,,Nakumatt Galleria,-1.342757,36.766115,,, , 
0501NPC,,Npc Karen,-1.341765,36.759372,,, , 
0511CAT,,Cuea | Catholic University,-1.341533,36.75747,,, , 
0501KNA,,Kenol/Nairobi Academy,-1.340951,36.753609,,, , 
0501AGC,,Africa Gospel Church,-1.34019,36.74827,,, , 
0501KSS,,Karen South Secondary,-1.3398,36.74556,,, , 
0501MLK,,Mega Link,-1.33959,36.744,,, , 
0501KCR,,Karen C Secondary School,-1.33938,36.74283,,, , 
0501KET,,Total Karen,-1.33895,36.73976,,, , 
0501FAR,,Fair Acres Road,-1.33871,36.73824,,, , 
0501HLC,,Hillcrest,-1.33855,36.73695,,, , 
0501HLR,,Hillcrest Road,-1.33831,36.73539,,, , 
0501KSP,,Kspca/Marist Lane,-1.33793,36.73273,,, , 
0501DBC,,Don Bosco Church,-1.33725,36.72787,,, , 
0511KNH,,Karen Hospital,-1.33697,36.72577,,, , 
0501NDG,,Ndege Road,-1.33655,36.72249,,, , 
0501ZZL,,Mazzoldi House,-1.33638,36.71988,,, , 
0511MAM,,Mamba,-1.341175,36.750551,,, , 
0511TAN,,Tangaza College,-1.348801,36.748751,,, , 
0511KAJ,,Karengata/Cuea/Jkuat Stage,-1.353995,36.746983,,, , 
0501SOL,,Kenya School Of Law,-1.359019,36.746983,,, , 
0511SOL,,Kenya School Of Law,-1.360076,36.747079,,, , 
0501BOT,,Botanical Gardens,-1.362273,36.747377,,, , 
0501MAB,,Matbronze,-1.363583,36.747385,,, , 
0501KIL,,Kilimani Junior School,-1.364492,36.745067,,, , 
0501HSB,,Hardy Shopping Centre/Beacons In,-1.366931,36.743548,,, , 
0511POL,,Hardy Shopping Centre/Hardy Police Station,-1.364842,36.742185,,, , 
0501HMA,,Hardy Manor,-1.365576,36.737851,,, , 
0501MAS,,Masai Road,-1.360855,36.729176,,, , 
0501KOD,,Kordes Roses,-1.360904,36.727629,,, , 
0501COG,,Collingham Gardens,-1.36086,36.726432,,, , 
0501MAL,,Moran Lane/Masai Lane Junction,-1.360892,36.722524,,, , 
0501MBO,,Masai Lane Bogani Lane Junction,-1.35525,36.723203,,, , 
0501CEM,,Cemastea,-1.353903,36.71309,,, , 
0501KBX,,Karen Blixen,-1.352911,36.713291,,, , 
0501TAM,,Tamambo,-1.345196,36.714403,,, , 
0501FOR,,Forest Road,-1.341346,36.714119,,, , 
0501KAE,,Karen Country Club,-1.3394,36.714824,,, , 
0501MAU,,Marula,-1.33674,36.715753,,, , 
0503KRL,,Karen Road-Lang'Ata Road Junction,-1.33314,36.71624,,, , 
0510KNH,,Karen Hospital,-1.33695,36.72591,,, , 
0500DBC,,Don Bosco,-1.33724,36.72778,,, , 
0500KSP,,Marist Lane/Kspca,-1.3378,36.73183,,, , 
0510HLC,,Hillcrest,-1.33809,36.73392,,, , 
0500HLL,,Hillcrest Lane,-1.33832,36.73564,,, , 
0500ACC,,African Conservatories Centre/Fa,-1.33866,36.73803,,, , 
0500TTK,,Total Karen,-1.33892,36.73972,,, , 
0500KCY,,Karen C Primary School,-1.33932,36.7426,,, , 
0500MSU,,Mosque,-1.33998,36.74725,,, , 
0500NBA,,Nairobi Academy,-1.340475,36.750709,,, , 
0500MKY,,Kobil/Mokoyeti Road West,-1.34093,36.754073,,, , 
0500CUV,,Cuea,-1.34149,36.757784,,, , 
0500MPK,,Npc Karen,-1.341643,36.759041,,, , 
0502BMA,,Bomas,-1.342646,36.765796,,, , 
0501LRJ,,Lang'Ata Road Junction,-1.333234,36.716255,,, , 
0501DBB,,Don Bosco Boys Training Institut,-1.326854,36.711103,,, , 
0501KCL,,Karen Catholic Church,-1.325946,36.710312,,, , 
0503KNK,,Karen/Nakumatt Crossroads,-1.323235,36.708025,,, , 
0700KEL,,Karen/Shell,-1.322047,36.707888,,, , 
0700TLF,,The Legend/Kwa Farasi,-1.321118,36.710461,,, , 
0700CRP,,Christophers,-1.318646,36.715664,,, , 
0700SHW,,Shell/Hobwogi/Motton West Road,-1.316487,36.718119,,, , 
0700MTO,,Miotoni,-1.31267,36.722468,,, , 
0700LEA,,Lenana,-1.308366,36.732493,,, , 
0710LNN,,Lenana,-1.308058,36.73344,,, , 
0700FVM,,Forest View Mall,-1.307392,36.735457,,, , 
0700RAC,,Racecourse,-1.306525,36.738683,,, , 
0700PWA,,Pathway,-1.305832,36.742077,,, , 
0700KEO,,Kenol,-1.30421,36.74671,,, , 
0700STK,,Santack Estate,-1.302958,36.750277,,, , 
0700SGR,,Showground,-1.301694,36.753688,,, , 
0700TRD,,Tankard,-1.300614,36.756625,,, , 
0700CDT,,Corner/Meteorological Department/Total,-1.299403,36.759837,,, , 
0710NKT,,Nakumatt Junction,-1.299031,36.762577,,, , 
0710BBT,,88Mph/Brew Bistro,-1.299571,36.76512,,, , 
0710IMJ,,Impala/Makini/Jamuhuri,-1.300436,36.76897,,, , 
0710POD,,Posta/Ole Odume Road,-1.300327,36.774047,,, , 
0710ADC,,Adams Arcade,-1.300006,36.780041,,, , 
0710KRD,,Kirichwa Road Junction,-1.299879,36.782118,,, , 
0710TTL,,Total Ngong Road,-1.299607,36.788665,,, , 
0700BMC,,Bishop Maigua Centre,-1.29905,36.796961,,, , 
0710CCT,,China Centre,-1.298608,36.798992,,, , 
0710CME,,Coptic /Memosa,-1.298539,36.799084,,, , 
0712KNH,,Kenyatta/Nairobi Hospital,-1.29752,36.80323,,, , 
0710TNA,,3Rd Ngong Avenue,-1.295123,36.81021,,, , 
0700NHF,,Nhif,-1.29449,36.812269,,, , 
0510AGP,,Agip,-1.291151,36.823288,,, , 
0712KNC,,Kencom,-1.28612,36.82594,,, ,0005AMB
0611GPO,,Gpo,-1.285969,36.818707,,, , 
0611SRN,,Serena,-1.288756,36.813043,,, , 
0601INT,,Integrity Centre,-1.289765,36.810258,,, , 
0611VRP,,Valley Road Pentecostal,-1.292408,36.804994,,, , 
0611DOD,,D.O.D,-1.295282,36.801229,,, , 
0611HUR,,Hurlingham,-1.294638,36.797727,,, , 
0601QUA,,Quality,-1.294109,36.795529,,, , 
0611CKA,,Chaka Place,-1.29312,36.791316,,, , 
0611YAY,,Yaya,-1.292751,36.789354,,, , 
0603YAY,,Yaya,-1.292341,36.787597,,, , 
0611KIL,,Kilimani,-1.29234,36.786012,,, , 
0601KIR,,Kirichwa,-1.292501,36.781542,,, , 
0601MON,,Montessouri,-1.292854,36.774758,,, , 
0601ARC,,Valley Arcade,-1.290004,36.770133,,, , 
0601BRB,,Braeburn,-1.289476,36.755692,,, , 
0601CNG,,Congo,-1.289143,36.753033,,, , 
0601SFK,,St.Francis/Kanisani,-1.2871,36.753376,,, , 
0601HDH,,Huduma Church/Hotel 56,-1.287819,36.753322,,, , 
0601WAR,,Warrior/Califonia,-1.284821,36.753194,,, , 
0601TWZ,,Twinkling Stars School/Zebra Bar,-1.282386,36.752367,,, , 
0611MKF,,Mkombozi/Fraemy Supermarket,-1.281142,36.751916,,, , 
0603KNG,,Kanungaga/56 Mwisho,-1.278492,36.750875,,, , 
0600KNG,,Kanungaga/56 Mwisho,-1.278535,36.75095,,, , 
0610MKF,,Mkombozi/Fraemy Supermarket,-1.280916,36.751862,,, , 
0600ZEB,,Zebra Bar,-1.282279,36.752452,,, , 
0610KSS,,Kismart  Supermarket,-1.286478,36.753424,,, , 
0600SFK,,St.Francis/Kanisani,-1.287132,36.75343,,, , 
0600CNG,,Congo,-1.289149,36.753075,,, , 
0611SOK,,Sokoni,-1.286301,36.745661,,, , 
0613MWI,,Kawangware Mwisho,-1.283934,36.742585,,, , 
0610SOK,,Sokoni,-1.286322,36.745633,,, , 
0600COP,,Co-Op Bank,-1.287475,36.748821,,, , 
0600RUS,,Rusinga School,-1.289355,36.754621,,, , 
0600BRB,,Braeburn,-1.289474,36.756896,,, , 
0600AMB,,Amboseli,-1.289586,36.760559,,, , 
0600ARC,,Valley Arcade,-1.289983,36.770481,,, , 
0600OTH,,Othaya,-1.290063,36.772991,,, , 
0600MON,,Montessouri,-1.292747,36.774682,,, , 
0600KIR,,Kirichwa,-1.292466,36.781499,,, , 
0600KIL,,Kilimani Primary School,-1.292339,36.783916,,, , 
0600YAY,,Yaya,-1.292396,36.788124,,, , 
0600CHK,,Chaka Place,-1.293187,36.791745,,, , 
0610RMX,,Remax Shopping Village,-1.293373,36.792853,,, , 
0610NWH,,Nariobi Womens Hospital,-1.293984,36.795456,,, , 
0610HUL,,Hurlinghum,-1.294756,36.798373,,, , 
0600DOD,,DoD,-1.294859,36.802443,,, , 
0600VRP,,Valley Road Pentecostal,-1.292357,36.805192,,, , 
0610PNF,,Panafric,-1.289358,36.810835,,, , 
0611COM,,Community,-1.292303,36.812936,,, , 
0601OLL,,Old Mutual,-1.29862,36.813096,,, , 
0713KNS,,Kenyatta Hospital Stage,-1.300734,36.808817,,, , 
07113AV,,3Rd Avenue,-1.294957,36.810238,,, , 
1050COM,,Community,-1.292222,36.812888,,, , 
0602STP,,St.Peters Clavers Primary School/Salvation Army/Otc,-1.287135,36.830235,,, , 
0712RWY,,Railways,-1.290475,36.82801,,, , 
0711NAT,,Nairobi Area Police Traffic Headquarters,-1.296463,36.808161,,, , 
0712KNT,,Kenyatta National Hospital,-1.297568,36.804868,,, , 
0612NGM,,Ngumo Stage,-1.307589,36.802816,,, , 
0511WIL,,Wilson/Amref,-1.316664,36.813447,,, , 
0511DAM,,Dam Estate,-1.32278,36.804882,,, , 
0511UCH,,Uchumi/Carnivore,-1.323257,36.801942,,, , 
0511UHU,,Uhuru Gardens,-1.32379,36.799285,,, , 
0511LAN,,Langata,-1.328433,36.789832,,, , 
0501OIL,,Oil Libya,-1.327092,36.78894,,, , 
0501GAR,,Gardens,-1.325519,36.790575,,, , 
0501KIR,,Kirush,-1.323752,36.789895,,, , 
0511CIV,,Civil,-1.322659,36.788846,,, , 
0511SOU,,Southlands,-1.323054,36.786931,,, , 
0511TAL,,Talent/Ngei,-1.324225,36.785931,,, , 
0511HIG,,Langata High,-1.325639,36.785386,,, , 
0501PET,,St.Peters,-1.327623,36.785141,,, , 
0501BAR,,Barracks,-1.329545,36.782486,,, , 
0501CHI,,Kwa Chief,-1.326736,36.780238,,, , 
0511STA,,Stage,-1.325982,36.780167,,, , 
0511OTI,,Otiende,-1.323499,36.779966,,, , 
0501PRI,,Langata Prisons,-1.323154,36.776741,,, , 
0513HOS,,St.Marys Hospital,-1.321754,36.774397,,, , 
0601MSQ,,Mosque,-1.312576,36.823929,,, , 
0601SHP,,South B Shopping Centre,-1.313348,36.82768,,, , 
0601OLM,,Our Lady Of Mercy,-1.311644,36.833907,,, , 
0603STB,,South B Stage,-1.311586,36.835363,,, , 
0600OLM,,Our Lady Of Mercy,-1.311649,36.833684,,, , 
0610SHP,,South B Shopping Centre,-1.313469,36.827745,,, , 
0511MFL,,Madaraka Flyover,-1.307796,36.819214,,, , 
0600STH,,Blue Sky Estate,-1.312849,36.815248,,, , 
0600HGH,,Highrise,-1.314678,36.808044,,, , 
0610MHS,,Memorial Hospital,-1.31107,36.805647,,, , 
0600NGM,,Ngumo Stage,-1.307734,36.802924,,, , 
0711MCP,,Memosa/Coptic,-1.298912,36.798084,,, , 
0701UCN,,Uchumi/National Oil,-1.29971,36.792688,,, , 
0701ROS,,Rose Of Sharon,-1.301224,36.792779,,, , 
0701PKA,,Peak Academy,-1.301329,36.79094,,, , 
0701NSC,,Nursing Council,-1.301691,36.790328,,, , 
0701KBG,,Kabarnet Gardens,-1.302784,36.789113,,, , 
0701MGJ,,Moi Girls' School Junction,-1.303583,36.78813,,, , 
0701ADC,,Kwa DC,-1.305922,36.787509,,, , 
0701MKA,,Makina/Kibera Law Courts,-1.307308,36.782543,,, , 
0701NJR,,Kwa Njiru(Petrol Station),-1.308446,36.781577,,, , 
0701SSR,,San Siro,-1.30913,36.780745,,, , 
0701KAR,,Karanja,-1.309714,36.780324,,, , 
0701FJE,,Fort Jesus,-1.310756,36.779389,,, , 
0701OLY,,Olympic Primary School,-1.31168,36.778158,,, , 
0711OLI,,Olympic Primary School Stage,-1.31156,36.776869,,, , 
0703EQY,,Equity Ayani,-1.311096,36.77577,,, , 
0713AYN,,Ayani,-1.307925,36.772739,,, , 
0700EAY,,Equity Ayani,-1.311068,36.775885,,, , 
0710OLS,,Olympic Primary School,-1.311585,36.778173,,, , 
0700OLM,,Olympic Primary School,-1.311405,36.778461,,, , 
0700FJS,,Fort Jesus,-1.310753,36.779341,,, , 
0700KRA,,Karanja,-1.309832,36.7802,,, , 
0700TON,,Toi/Kwa Njiru,-1.308551,36.781389,,, , 
0700MOG,,Moi Girls,-1.303361,36.787901,,, , 
0711UCN,,Uchumi Hyper Ngong Road/ Ngong Hills Hotel,-1.299527,36.792314,,, , 
0711NKP,,Nakumatt Prestige,-1.299708,36.787362,,, , 
0711MTL,,Motherland,-1.299889,36.783829,,, , 
0711AAD,,Adams Arcade,-1.300068,36.781184,,, , 
0701ADA,,Adams Arcade,-1.300352,36.779549,,, , 
0701WNK,,Winners Chapel/Kanisani,-1.301972,36.779624,,, , 
0701WOO,,Woodley,-1.303806,36.779586,,, , 
0701NWT,,Nairobi Water,-1.303876,36.777757,,, , 
0701NPC,,Npc Woodley,-1.303784,36.775032,,, , 
0701TGA,,Togo Apartments,-1.304884,36.774581,,, , 
0701ELM,,Elim,-1.305045,36.772291,,, , 
0701JSC,,Jamhuri Shopping Centre,-1.304417,36.77103,,, , 
0710JSS,,Jamhuri Station Road Stage,-1.303983,36.769137,,, , 
0700JPS,,Jamhuri Primary School,-1.30206,36.766956,,, , 
0701PSA,,Posta,-1.300362,36.774018,,, , 
0711PST,,Posta Stage,-1.30048,36.771887,,, , 
0711IMP,,Impala,-1.300448,36.7692,,, , 
0711JKR,,Jamuhuri/Kibera Station Road,-1.300063,36.767103,,, , 
0711NKJ,,Nakumatt Junction,-1.299205,36.763019,,, , 
0701CMD,,Corner/Meteorological Department,-1.299706,36.759325,,, , 
0701TKS,,Tankard/Shallow,-1.300559,36.756962,,, , 
0701SWD,,Showground,-1.302148,36.752708,,, , 
0701SFY,,Showground/Fastenergy,-1.302559,36.75167,,, , 
0701KNO,,Kenol,-1.304315,36.746821,,, , 
0701PWY,,Pathway,-1.305775,36.742626,,, , 
0701RCE,,Racecourse,-1.306662,36.738271,,, , 
0711LNN,,Lenana,-1.30788,36.734194,,, , 
0701LNA,,Lenana,-1.308462,36.732408,,, , 
0711MTI,,Miotoni,-1.3126,36.722659,,, , 
0701CRS,,Christophers,-1.318738,36.715632,,, , 
0701KFR,,Kwa Farasi,-1.319781,36.714437,,, , 
0711KRN,,Karen,-1.322568,36.706687,,, , 
0712KRY,,Karen Dispensary,-1.320582,36.705787,,, , 
0701NDL,,Nyumbani Diagnostic Lab,-1.313178,36.699728,,, , 
0701NYI,,Nyumbani,-1.31258,36.699218,,, , 
0701KDF,,Kenya Defense,-1.308581,36.69592,,, , 
0701PPT,,Pepo Lane/St.Odillas,-1.305029,36.693086,,, , 
0701DBO,,Don Bosco,-1.304255,36.692517,,, , 
0701SHS,,St.Hannahs School,-1.302587,36.691129,,, , 
0701AIU,,Africa International University,-1.301827,36.689733,,, , 
0701RHP,,Rhino/Rhinopark Road,-1.301905,36.684969,,, , 
0701SHK,,St.Hannah'S Girls/Kenya Assemblies Of God,-1.301169,36.68259,,, , 
0701KRD,,Karinde Pcea Junction,-1.299046,36.681759,,, , 
0701FRK,,Free Pentecostal Church/Karen End,-1.29787,36.68225,,, , 
0701DCT,,Deliverance Church/Dagoretti Market,-1.293618,36.683659,,, , 
0703DGT,,Dagoretti Market,-1.287804,36.686281,,, , 
0700DCR,,Deliverance Church/Dagoretti Market,-1.29428,36.683553,,, , 
0700HVE,,Hopevision Academy/Karen End Flats,-1.296535,36.682916,,, , 
0700KEH,,Karen End Shops,-1.298079,36.682247,,, , 
0700FMK,,Free Methodist Church/Karinde,-1.301165,36.682693,,, , 
0700RPR,,Rhinopark Road/Rhino/Resurrection Gardens,-1.301811,36.685164,,, , 
0700AIV,,Africa International University,-1.301765,36.689762,,, , 
0710SHO,,St.Hannah'S School,-1.302533,36.691254,,, , 
0700DBS,,Don Bosco,-1.303983,36.692302,,, , 
0700KDN,,Kenya Defense,-1.30835,36.695855,,, , 
0700NYA,,Nyumbani,-1.312344,36.699102,,, , 
0700NYM,,Nyumbani Diagnostic Lab,-1.313362,36.699977,,, , 
0712KTR,,Karen Shopping Centre/Karen,-1.321163,36.706431,,, , 
0701WRG,,Windy Ridge/Group Africa,-1.324266,36.701959,,, , 
0711WDC,,Westwood/Defense College,-1.325356,36.697102,,, , 
0711MKP,,Mbagathi/Kephis,-1.327656,36.691223,,, , 
0701KCC,,Kcb Community,-1.329666,36.686842,,, , 
0701SHT,,Shade Hotel,-1.328036,36.684113,,, , 
0701SHL,,Shade Hotel,-1.328522,36.682907,,, , 
0711JOG,,Jogoo,-1.329173,36.681338,,, , 
0701JBC,,Jogoo/Kbc,-1.329651,36.680235,,, , 
0701MHS,,Maasai High School,-1.330285,36.6788,,, , 
0701HKA,,Hekima,-1.33045,36.678428,,, , 
0701UMJ,,Umoja,-1.331067,36.677003,,, , 
0701BCA,,Bumps/Pcea,-1.332217,36.675211,,, , 
0711BLB,,Bulbul,-1.333908,36.673585,,, , 
0701BLC,,Bulbul Kanisani(Catholic Church),-1.335206,36.672411,,, , 
0701ELP,,Elsi Place,-1.340269,36.667122,,, , 
0701KMC,,Kwa Muchina,-1.341244,36.666753,,, , 
0701NVV,,Naivas/ Vet,-1.342889,36.666389,,, , 
0701KNC,,Kenvic,-1.343876,36.666123,,, , 
0701NYH,,Nyali House,-1.344763,36.665775,,, , 
0701KMH,,Karmu House,-1.346582,36.663923,,, , 
0711UNV,,Universal,-1.347724,36.662526,,, , 
0701GRG,,Garage,-1.348812,36.661131,,, , 
0701ZMB,,Zambia,-1.349538,36.660379,,, , 
0701CWH,,Carwash,-1.350291,36.659713,,, , 
0701PMS,,Perminus,-1.351343,36.658962,,, , 
0701VNS,,Venessa,-1.351806,36.658693,,, , 
0701SMN,,Sportman,-1.352379,36.658401,,, , 
0701CCL,,Coutry Club,-1.353556,36.657924,,, , 
0711KNO,,Kenol,-1.354165,36.657739,,, , 
0701PCY,,Pcea Endorro Emuny,-1.356178,36.657212,,, , 
0701KAJ,,Kwa Maji,-1.35846,36.65657,,, , 
0713NBT,,Ngong Bus Terminus,-1.360429,36.656037,,, , 
0712NGG,,Ngong Town,-1.360832,36.655943,,, , 
0701PTR,,Petro/Mwisho,-1.36294,36.656181,,, , 
0701N44,,44,-1.372973,36.671897,,, , 
0701KON,,Kona,-1.37657,36.67648,,, , 
0701NGR,,Ngong Resort,-1.380401,36.676708,,, , 
0701TSK,,Tuskys,-1.382853,36.676901,,, , 
0701MTS,,Matasia,-1.391168,36.682261,,, , 
0711MTS,,Matasia,-1.397253,36.686142,,, , 
0701RMN,,Ole Roimen,-1.405869,36.688167,,, , 
0701KNK,,Kwa Nicholas,-1.411734,36.687934,,, , 
0703KIS,,Kiserian,-1.428211,36.686707,,, , 
0700OST,,Oloosuruutia,-1.41134,36.687828,,, , 
0700RMN,,Roimen,-1.405917,36.68811,,, , 
0700MTS,,Matasia,-1.391542,36.682485,,, , 
0710MTS,,Matasia,-1.390979,36.681973,,, , 
0700TSK,,Tuskys,-1.383012,36.67689,,, , 
0700KON,,Kona,-1.376506,36.676179,,, , 
0700N44,,44,-1.373202,36.671995,,, , 
0700NPC,,Npc Ngong,-1.368541,36.658177,,, , 
0700PTR,,Ngong/Petroh,-1.363019,36.656141,,, , 
0700KWK,,Kwft/Kobil,-1.358294,36.656557,,, , 
0700PCS,,Pcea Kwa Kanisa,-1.356696,36.657016,,, , 
0710JPS,,Jayce Petro Station,-1.355179,36.657421,,, , 
0700ZBA,,Zambia,-1.354088,36.657717,,, , 
0700CWH,,Carwash,-1.352561,36.658285,,, , 
0700UNV,,Universal,-1.347405,36.662796,,, , 
0710VAS,,Naivas,-1.342817,36.666296,,, , 
0700KSS,,Kwa Muchina/Star Shake Girls' Secondary School,-1.341907,36.66656,,, , 
0710ELS,,Elsi Place,-1.340689,36.666867,,, , 
0710BLL,,Bulbul,-1.334184,36.673252,,, , 
0700BDB,,Bulbul Deliverance Church/Kwa Bumps,-1.332718,36.674587,,, , 
0700MAU,,Maasai Academy/Umoja,-1.331178,36.67668,,, , 
0700HKA,,Hekima,-1.330488,36.678247,,, , 
0700KBN,,Kbc,-1.329592,36.680282,,, , 
0710PMP,,Pcea Milimani Presbytary,-1.32851,36.682712,,, , 
0700SHE,,Shade Hotel,-1.328257,36.683201,,, , 
0700SAD,,Shade Hotel,-1.328063,36.684446,,, , 
0700KMM,,Kcb Community,-1.329626,36.687189,,, , 
0700KPI,,Kephis,-1.327601,36.690963,,, , 
0710KES,,Kephis Stage,-1.327591,36.691348,,, , 
0710WWD,,Westwood,-1.325327,36.696969,,, , 
0700KPL,,Karen Police Station,-1.322696,36.705979,,, , 
0702DCS,,Dagoretti Corner Stage,-1.298409,36.75943,,, , 
0711VWO,,Victory World Outreach,-1.297388,36.754936,,, , 
0701SMH,,Suma House,-1.297948,36.753576,,, , 
0701FGK,,Full Gospel Church/Kiruria,-1.298426,36.752382,,, , 
0701ITE,,Ithembe,-1.297525,36.750053,,, , 
0701GHS,,Good Samaritan High School,-1.296923,36.749861,,, , 
0711WST,,Wanyee Stage,-1.295965,36.749176,,, , 
0701BPS,,Bumps,-1.295017,36.748142,,, , 
0701MTW,,Mutindwa,-1.2952,36.744798,,, , 
0701JCR,,Jirani Centre,-1.295968,36.743277,,, , 
0701GNS,,Genesis,-1.296426,36.741805,,, , 
0701NGD,,Ngotho Road,-1.296544,36.740769,,, , 
0701SAT,,Satellite Stage,-1.295252,36.739115,,, , 
0701RSP,,Riruta Satellite Primary School,-1.29277,36.7363,,, , 
0701KPY,,Kaberia/Pc Kinyanjui Technical Training Institute,-1.29267,36.735423,,, , 
0701NSP,,New Kaberia Supermarket,-1.291703,36.73409,,, , 
0701SBR,,Simpsons Bar And Rest,-1.291374,36.73369,,, , 
0701KRC,,Kenya Redeemed Church Riruta,-1.291077,36.733127,,, , 
0701SJO,,St. John Othordox Church,-1.290811,36.73214,,, , 
0701SHC,,Shine Centre,-1.290546,36.73027,,, , 
0703MHR,,Muhia Road,-1.290511,36.730253,,, , 
0700CKK,,Chemist/Kwa Maji/Kaberia,-1.290562,36.728944,,, , 
0700ABB,,Abba Photo Studio/Kaberia,-1.290783,36.732013,,, , 
0700RCK,,Redeemed Church Of Kenya/Kaberia,-1.291201,36.733467,,, , 
0700KMJ,,Kwa Maji/Kaberia,-1.291491,36.733927,,, , 
0700KMH,,Kwa Hospitali/Kaberia,-1.291912,36.734329,,, , 
0700FPI,,Friends Paradise Inn/Kaberia,-1.291929,36.734345,,, , 
0700FDI,,Friends Paradise Inn/Kaberia,-1.292301,36.734704,,, , 
0700RSP,,Riruta Satellite Primary School,-1.29273,36.736172,,, , 
0700BTG,,Back To Glory School/Sainty,-1.294784,36.73882,,, , 
0700STY,,Sainty,-1.295363,36.739184,,, , 
0700MMB,,Meaty Meals Butchery,-1.296511,36.74057,,, , 
0700JER,,Jirani Centre,-1.295842,36.743683,,, , 
0700MDA,,Mutindwa,-1.295185,36.744944,,, , 
0700JLD,,Joyland,-1.294837,36.74762,,, , 
